                    city                     | count 
 W Summerlin                                 |     1
 Desert Ridge                                |     1
 Roslin                                      |     1
 Shorewood Hills                             |     1
 Lachenaie                                   |     1
 Repentigny                                  |     1
 Mattews                                     |     1
 Green Valley                                |     1
 Mount Royal                                 |     1
 Fort  Mill                                  |     1
 Sun PrairieÊ                                |     1
 Sainte-Anne-des-Plaines                     |     1
 Edimbourg                                   |     1
 South Hills                                 |     1
 Montréal-Ouest                              |     1
 Île des Soeurs                              |     1
 Peoria                                      |     1
 Fort Kinnaird                               |     1
 Dallas                                      |     1
 Bois-Des-Filion                             |     1
 Centennial Hills                            |     1
 Glbert                                      |     1
 Sun City Anthem                             |     1
 Sainte-Therese                              |     1
 Fitchburgh                                  |     1
 Scottsdale AZ                               |     1
 Nellis                                      |     1
 Ingram                                      |     1
 LasVegas                                    |     1
 Glendale Az                                 |     1
 Grand Canyon                                |     1
 Mirabel                                     |     1
 Stowe Township                              |     1
 Las Vegas, NV                               |     1
 Metro Phoenix                               |     1
 Montgomery                                  |     1
 San Tan                                     |     1
 Sainte-Genevieve                            |     1
 Arlington Heights                           |     1
 Chandler-Gilbert                            |     1
 London                                      |     1
 Etna                                        |     1
 Water of Leith                              |     1
 New Dundee                                  |     1
 Ste-Rose                                    |     1
 Phoenix, AZ                                 |     1
 Banksville                                  |     1
 Victoria Park                               |     1
 Phoenix AZ                                  |     1
 Henderston                                  |     1
 Red Mountain                                |     1
 Glasgow                                     |     1
 Lake Las Vegas                              |     1
 North Las Vegas                             |     1
 Ahwatukee Foothills Village                 |     1
 Asheville                                   |     1
 N E Las Vegas                               |     1
 Whitehall                                   |     1
 San Diego                                   |     1
 Whitney                                     |     1
 Burrito King                                |     1
 Central City                                |     1
 Balerno                                     |     1
 Phoenix Sky Harbor Center                   |     1
 Las Vegas East                              |     1
 MADISON                                     |     1
 Deux-Montagnes Regional County Municipality |     1
 Mesa                                        |     1
 Gelndale                                    |     1
 Phoe                                        |     1
 Las Vegas Strip                             |     1
 Hendserson                                  |     1
 Blue Diamond                                |     1
 Bocholt                                     |     1
 Gaston                                      |     1
 St-Laurent                                  |     1
 Cramond                                     |     1
 Baie-D'urfe                                 |     1
 East McKeesport                             |     1
 University                                  |     1
 McAdenville                                 |     1
 Estrella Village                            |     1
 C Las Vegas                                 |     1
 MESA                                        |     1
 Charlote                                    |     1
 Shady Side                                  |     1
 Queen Valley                                |     1
 Ingliston                                   |     1
 Peopria                                     |     1
 Chomedey, Laval                             |     1
 NELLIS AFB                                  |     1
 Bloomfield                                  |     1
 Wittmann                                    |     1
 South Mountain                              |     1
 W Spring Valley                             |     1
 Cramond Bridge                              |     1
 City Center                                 |     1
 Robinson Township                           |     1
 Litchfield park                             |     1
 Forchheim                                   |     1
 Central Henderson                           |     1
 Side Slopes                                 |     1
 South Gyle                                  |     1
 W Henderson                                 |     1
 Ahwahtukee                                  |     1
 Lower Lawrenceville                         |     1
 Green Tree                                  |     1
 Kahnawake                                   |     1
 Los Angeles                                 |     1
 Mt. Oliver Boro                             |     1
 Stutensee-Blankenloch                       |     1
 Fabreville                                  |     1
 La Paz                                      |     1
 Saint Leonard                               |     1
 Tempe                                       |     1
 North Scottsdale                            |     1
 Peoria Ave Citizen's Group                  |     1
 Montéal                                     |     1
 Charlemagne                                 |     1
 Fountainbridge                              |     1
 Montral                                     |     1
 PEORIA                                      |     1
 Le Sud-Ouest                                |     1
 Saint-Léonard                               |     1
 Rheinstetten-Mörsch                         |     1
 St Leonard                                  |     1
 Maricopa AZ                                 |     1
 Sun City Grand                              |     1
 LAS  VEGAS                                  |     1
 Ratho                                       |     1
 Sunnyslope                                  |     1
 Las  Vegas                                  |     1
 Montreal-Est                                |     1
 SCOTTSDALE                                  |     1
 Allegheny                                   |     1
 Currie                                      |     1
 LA Puente                                   |     1
 Phoenix                                     |     1
 Wörth                                       |     1
 Point Claire                                |     1
 Mesa AZ                                     |     1
 Central                                     |     1
 Bruchsal                                    |     1
 Eagan                                       |     1
 West Las Vegas                              |     1
 North Carolina                              |     1
 Upper Saint Clair                           |     1
 Saint-Henri                                 |     1
 Surprise Crossing                           |     1
 Payson                                      |     1
 Edinburgh City of                           |     1
 N W Las Vegas                               |     1
 Westworld Scottsdale                        |     1
 Henderson NV                                |     1
 Chateau                                     |     1
 Goldfield                                   |     1
 110 Las Vegas                               |     1
 pleasant hills                              |     1
(444 rows)

