,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
107,rhgD-j_jWwwqd94lvA-ZpA,"""M & B Yummy""",Parkdale,"""1263 Queen St W""",Toronto,ON,M6K 1L5,43.641706899999996,-79.43123620000001,4.0,26,Ethiopian;Vegetarian;Vegan;Restaurants
108,6nH5GmjHMOXDiiEYqkDNWg,"""Ora Mangiamo""",,"""780 Kingston Road, Unit 8""",Pickering,ON,L1V 0C5,43.8216947,-79.11175379999999,5.0,8,Coffee & Tea;Restaurants;Ethnic Food;Specialty Food;Italian;Bakeries;Food
109,OIKp-6ObAd-yW-32U3c22Q,"""Wine Rack""",Palmerston,"""570 Bloor Street W""",Toronto,ON,M6G 1K1,43.664926858,-79.4115530642,4.0,9,Food;Beer;Wine & Spirits
110,4sDkQE1qUJElauRedcLmrw,"""Goed Eten""",Ossington Strip,"""188 Ossington Avenue""",Toronto,ON,M6J 2Z7,43.6484972,-79.4205958,3.0,20,Coffee & Tea;Food;Ice Cream & Frozen Yogurt
111,VtQxGoCzAFSzCb1JSFV2bQ,"""Subway""",,"""130 E University Dr, Ste C""",Tempe,AZ,85281,33.421942800000004,-111.94154920000001,3.5,5,Sandwiches;Fast Food;Restaurants
112,z5V7wTtLB2QYCUWlB4rNLQ,"""Nak Won Restaurant""",Unionville,"""8362 Kennedy Road""",Markham,ON,L3R 9W5,43.860397,-79.303184,2.5,13,Korean;Restaurants
113,9KzLFQrA_tSBGVDNeZrB8Q,"""Nick and Willy's Take & Bake""",,"""13216 N 7th St""",Phoenix,AZ,85022,33.606054799999995,-112.06639969999999,3.5,3,Restaurants;Pizza
114,OFnz2MK4kQsvCpIepaUnyw,"""À Table""",Ahuntsic-Cartierville,"""124 Rue Fleury Ouest""",Montréal,QC,H3L 1T4,45.5466446,-73.6660002,4.0,4,Restaurants;French
115,eiuAsgoVBORQr3vw4fpi6Q,"""Flapjacks Family Restaurant""",,"""16560 Hurontario Street""",Caledon Village,ON,L7K 1W3,43.8215904,-79.9435663,4.0,4,Breakfast & Brunch;Restaurants;Sandwiches
116,6nxVZ1s0mRhyRAdRymYAsQ,"""Ichi Ban Japanese Restaurant""",,"""9897 W McDowell Rd""",Tolleson,AZ,85353,33.464277,-112.269802,2.0,60,Restaurants;Steakhouses;Japanese;Sushi Bars
117,M7N_LeUEcQTfzaeCgJL5mg,"""Spanish Fly""",,"""4341 N 75th St""",Scottsdale,AZ,85251,33.4997252,-111.9197955,3.5,55,Restaurants;Mexican;Bars;Nightlife
118,G3OeHF5jrHvNqi4o3aNezQ,"""Edward Street Bistro""",,"""14785 Yonge Street""",Aurora,ON,L4G 1N1,43.987719997,-79.4645404816,3.0,14,Bistros;Restaurants
119,G54fcIaoI89tc6X285suRA,"""DD'Coffee Shop""",Spring Valley,"""4255 S Durango Dr""",Las Vegas,NV,89147,36.1121084,-115.2793898,3.5,39,American (New);Music Venues;Burgers;Persian/Iranian;Nightlife;Arts & Entertainment;Mediterranean;Coffee & Tea;Bars;Restaurants;Breakfast & Brunch;Cocktail Bars;Food
120,KF1ngA96RBiRM5h8V7IQ2g,"""Cool Ice Taipei Kitchen""",Squirrel Hill,"""5813 Forbes Ave""",Pittsburgh,PA,15217,40.438146100000004,-79.92238459999999,4.0,30,Taiwanese;Restaurants;Ice Cream & Frozen Yogurt;Food;Chinese
121,3DDTKs4J8OxkMXa1FH6_Uw,"""Sweet Creamery""",Cabbagetown,"""521 Parliament Street""",Toronto,ON,M4X 1P3,43.6653244,-79.36836329999998,3.5,7,Food;Ice Cream & Frozen Yogurt
122,FJzOM4aF4y3XcX0N6zoORA,"""Yasi's Place""",The Junction,"""299 Wallace Ave""",Toronto,ON,M6P 3N2,43.6614656,-79.44838680000001,4.5,17,Diners;Restaurants;Breakfast & Brunch
123,-WNHQxsBfE3gRgIdW2vwsQ,"""Dilworth Coffee House""",,"""3565 Matthews Mint Hill Rd""",Matthews,NC,28105,35.138222,-80.683397,4.0,12,Food;Bakeries;Coffee & Tea
124,MnagM9zYrvAssGpmAiFq2A,"""People's Chicken""",Mount Pleasant and Davisville,"""744 Mt. Pleasant Rd""",Toronto,ON,M4P 2Z4,43.707276,-79.3897299,2.5,3,Bars;Canadian (New);Nightlife;Restaurants
125,hL3LFrwR1UQ-d0CcYF73Sg,"""Royal Taj""",,"""6245 W Chandler Blvd, Ste 1""",Chandler,AZ,85226,33.3048389,-111.94901429999999,3.5,8,Indian;Restaurants
